1,1,1,1,2,4,4,10,11,14,21,22,25,26,30,39,40,41,41,42,43,46,48,48,49,53,55,66,67,67,68,72,73,74,78,78,81,81,81,82,86,88,90,91,91,93,95,98,99,108,109,112,112,114,115,116,121,124,125,126,129,130,131,131,131,131,134,136,136,138,139,150,150,151,151,154,155,158,159,160,160,160,166,168,169,169,170,175,178,178,178,180,180,181,187,187,187,194,198
1,1,1,1,2,4,4,10,11,14,21,22,25,26,30,39,40,41,41,42,43,46,48,48,49,53,55,66,67,67,68,72,73,74,78,78,81,81,81,82,86,88,90,91,91,93,95,98,99,108,109,112,112,115,121,122,131,139,150,150,150,155,168,176,178,179,188,191,193,199,210,226,227,239,239,248,263,264,267,275,276,277,278,279,280,282,291,294,297,302,303,304,321,324,327,331,337,341,341
2,3,2,2,4,5,5,12,12,16,23,24,27,28,31,41,41,43,42,43,45,47,49,49,50,55,56,67,69,68,70,74,74,76,79,79,83,83,83,83,87,90,92,92,93,95,97,99,101,109,111,114,113,117,123,124,133,140,152,152,151,157,170,177,179,180,189,192,194,200,212,227,229,241,240,249,264,266,269,277,278,279,279,281,282,283,293,296,299,303,305,305,323,325,328,333,338,342,342
2,9,13,19,23,28,32,43,50,54,59,60,60,64,68,69,72,76,79,83,85,87,88,115,121,122,131,139,150,150,150,155,168,176,178,179,188,191,193,199,210,226,227,239,239,248,263,264,267,275,276,277,278,279,280,282,291,294,297,302,303,304,321,324,327,331,337,341,341,341,344,345,346,349,353,359,360,363,366,367,368,371,384,384,385,385,395,397,413,413,425,427,428,434,436,447,448,457,457
9,13,19,23,28,32,43,50,54,59,60,60,64,68,69,72,76,79,83,85,87,88,115,121,122,131,139,150,150,150,155,168,176,178,179,188,191,193,199,210,226,227,239,239,248,263,264,267,275,276,277,278,279,280,282,291,294,297,302,303,304,321,324,327,331,337,341,341,341,344,345,346,349,353,359,360,363,366,367,368,371,384,384,385,385,395,397,413,413,425,427,428,434,436,447,448,457,457,458
9,13,19,23,28,32,43,50,54,59,60,62,64,68,70,72,76,79,83,85,87,88,115,121,122,131,139,150,150,152,155,168,176,178,182,188,191,193,199,210,226,227,239,239,248,263,264,267,275,276,278,279,283,286,287,292,295,297,302,304,308,321,324,327,331,337,341,341,345,345,348,350,353,357,359,362,363,366,368,371,375,384,384,388,389,395,397,413,413,425,427,428,434,436,447,448,457,457,459
12,16,22,27,30,36,46,56,58,62,63,66,72,70,73,76,80,83,85,88,91,90,118,132,124,135,142,152,152,158,158,171,182,183,184,192,193,197,203,212,230,229,241,243,252,267,267,270,279,278,286,283,287,292,295,295,297,304,314,308,317,323,326,333,334,341,345,345,348,353,350,357,359,362,363,365,377,368,371,375,378,389,388,393,393,399,401,425,415,428,431,432,441,443,450,451,460,459,462
27,31,37,42,45,51,61,71,73,77,78,81,87,85,88,91,95,98,100,103,106,105,133,147,139,150,157,167,167,173,173,186,197,198,199,207,208,212,218,227,245,244,256,258,267,282,282,285,294,293,301,298,302,307,310,310,312,319,329,323,332,338,341,348,349,356,360,360,363,368,365,372,374,377,378,380,392,383,386,390,393,404,403,408,408,414,416,440,430,443,446,447,456,458,465,466,475,474,477
