1,7,7,9,11,14,17,18,19,21,23,23,30,31,35,36,37,38,41,42,43,43,47,56,57,59,60,61,64,69,74,74,76,76,79,81,82,84,84,86,87,88,90,92,93,95,104,105,105,108,109,113,117,118,118,121,121,125,126,131,131,132,132,132,133,135,138,140,141,148,153,154,156,156,161,163,164,167,170,171,171,171,172,177,179,181,181,189,193,193,201
1,7,7,9,11,14,17,18,19,21,23,23,30,31,35,36,37,38,41,42,43,43,47,56,57,59,60,61,64,69,74,74,76,76,79,81,82,84,84,86,87,88,90,92,93,95,104,105,105,108,109,113,117,118,118,121,121,125,126,131,131,132,132,132,133,135,138,140,146,148,153,154,159,159,161,163,173,173,175,179,182,186,195,195,203,203,216,216,223,223,232
3,8,8,10,13,16,18,20,20,23,25,25,32,33,37,37,39,40,43,44,44,45,49,57,59,61,62,63,66,70,75,75,77,77,80,83,84,85,85,88,89,90,92,94,95,97,106,107,106,110,110,115,118,119,119,122,122,126,128,133,132,134,134,133,135,137,139,142,147,149,155,155,161,161,163,164,174,175,177,181,183,187,196,196,205,205,218,218,224,224,233
3,8,8,12,19,23,24,30,33,37,38,39,41,42,43,47,51,51,55,57,62,62,64,77,77,83,83,87,92,92,100,100,112,112,126,126,130,134,146,146,149,154,159,159,161,163,173,173,175,179,182,186,195,195,203,203,216,216,223,223,232,232,235,249,249,251,255,258,266,271,271,278,278,283,290,290,297,297,300,318,318,320,329,333,333,341,341,346,350,352,359
6,19,12,24,23,30,37,33,39,38,42,41,43,47,51,51,59,55,57,58,65,62,70,80,77,84,88,89,98,95,102,103,115,113,127,140,130,140,154,147,157,155,164,161,162,163,175,187,179,180,186,187,196,196,208,208,218,217,224,223,235,237,236,256,249,254,260,259,266,273,274,284,281,284,292,293,299,304,302,319,329,330,330,341,346,341,352,350,353,353,364
6,19,12,24,23,32,37,36,40,43,47,50,54,56,59,62,64,72,77,81,83,87,89,92,98,100,103,112,124,126,130,134,137,146,149,152,157,159,161,163,169,173,175,177,182,185,189,195,201,203,206,216,220,223,227,232,235,245,249,251,255,258,262,266,271,275,278,283,287,290,293,297,300,304,318,320,325,329,333,338,341,343,347,349,352,359,364,368,372,375,379
10,22,16,32,26,36,39,40,43,47,50,54,56,59,62,64,72,77,81,83,87,89,92,98,100,103,112,124,126,130,134,137,146,149,152,157,159,161,163,169,173,175,177,182,185,189,195,201,203,206,216,220,223,227,232,235,245,249,251,255,258,262,266,271,275,278,283,287,290,293,297,300,304,318,320,325,329,333,338,341,343,347,349,352,359,364,368,372,375,379,383
25,37,31,47,41,51,54,55,58,62,65,69,71,74,77,79,87,92,96,98,102,104,107,113,115,118,127,139,141,145,149,152,161,164,167,172,174,176,178,184,188,190,192,197,200,204,210,216,218,221,231,235,238,242,247,250,260,264,266,270,273,277,281,286,290,293,298,302,305,308,312,315,319,333,335,340,344,348,353,356,358,362,364,367,374,379,383,387,390,394,398
