1,1,1,2,3,3,3,6,6,7,11,11,13,14,15,18,19,20,22,23,26,27,28,31,31,32,32,38,38,40,41,44,48,48,49,49,50,51,51,52,55,55,57,61,62,63,64,64,66,66,67,71,72,73,75,78,79,79,80,86,87,92,95,98,99,99,101,106,107,108,111,118,118,118,119,120,121,121,122,123,124,124,125,125,127,128,128,134,135,139,140,142,145,145,153,153,155,155,158,159,160,160,161,163,163,166,167,169,171,172,173,176,176,178,181,181,183,184,186,188,190,190,195,195
1,1,1,2,3,3,3,6,6,7,11,11,13,14,15,18,19,20,22,23,26,27,28,31,31,32,32,38,38,40,41,44,48,48,49,49,50,51,51,52,55,55,57,61,62,63,64,64,66,66,67,71,72,84,84,84,88,103,103,103,119,119,119,137,137,142,142,142,153,153,156,164,164,164,174,174,174,187,191,191,191,194,196,199,203,214,214,221,221,221,233,233,233,246,250,250,250,254,256,259,265,265,279,279,279,283,294,294,294,300,300,302,305,313,329,329,329,332,343,343,343,346,359,359
3,3,3,4,5,4,5,7,7,9,12,12,15,16,16,20,20,21,23,24,27,28,29,33,33,34,34,40,40,42,43,45,49,50,50,50,52,52,52,54,57,57,59,62,63,65,66,65,68,68,68,73,74,85,86,86,90,105,105,105,121,120,121,138,139,143,143,143,154,154,157,165,165,165,175,175,175,188,193,192,193,196,197,201,204,215,215,223,223,222,234,234,234,248,252,251,251,255,258,260,266,267,281,280,280,285,296,295,295,301,302,304,306,315,330,330,331,334,345,344,344,347,361,361
3,3,3,6,7,8,8,9,9,25,25,25,31,31,35,52,52,52,65,65,65,68,71,84,84,84,88,103,103,103,119,119,119,137,137,142,142,142,153,153,156,164,164,164,174,174,174,187,191,191,191,194,196,199,203,214,214,221,221,221,233,233,233,246,250,250,250,254,256,259,265,265,279,279,279,283,294,294,294,300,300,302,305,313,329,329,329,332,343,343,343,346,359,359,359,371,371,371,380,380,380,390,390,418,421,421,421,435,435,435,451,455,455,455,459,465,465,478,478,491,491,491,509,511
6,8,7,8,9,13,9,10,11,27,34,26,40,36,38,54,53,54,67,76,70,76,72,89,87,95,90,104,107,113,132,121,120,138,137,145,145,156,157,161,159,166,165,164,184,178,175,187,192,204,198,195,204,201,207,216,214,222,226,222,238,238,241,246,251,261,256,270,256,259,267,265,288,281,286,283,303,295,295,308,301,314,306,313,333,336,330,332,348,350,345,356,360,361,366,373,372,372,381,394,382,396,391,418,423,422,426,441,437,440,451,461,457,462,476,479,476,480,484,493,501,491,509,511
6,9,17,22,25,28,31,35,44,48,52,58,62,65,68,71,76,80,84,88,99,101,103,109,116,119,131,134,137,139,142,151,153,155,159,161,164,169,172,174,180,184,187,191,194,196,199,203,206,211,214,217,221,225,229,233,235,242,246,250,254,256,259,261,265,267,271,279,283,286,288,294,298,300,302,305,309,313,317,329,332,336,340,343,346,350,357,359,363,367,371,374,378,380,388,390,395,412,418,421,428,432,435,440,448,451,455,459,463,465,474,478,482,486,491,495,505,509,511,514,522,524,528,532
9,17,22,25,28,31,35,44,48,52,58,62,65,68,71,76,80,84,88,99,101,103,109,116,119,131,134,137,139,142,151,153,155,159,161,164,169,172,174,180,184,187,191,194,196,199,203,206,211,214,217,221,225,229,233,235,242,246,250,254,256,259,261,265,267,271,279,283,286,288,294,298,300,302,305,309,313,317,329,332,336,340,343,346,350,357,359,363,367,371,374,378,380,388,390,395,412,418,421,428,432,435,440,448,451,455,459,463,465,474,478,482,486,491,495,505,509,511,514,522,524,528,532,535
24,32,37,40,43,46,50,59,63,67,73,77,80,83,86,91,95,99,103,114,116,118,124,131,134,146,149,152,154,157,166,168,170,174,176,179,184,187,189,195,199,202,206,209,211,214,218,221,226,229,232,236,240,244,248,250,257,261,265,269,271,274,276,280,282,286,294,298,301,303,309,313,315,317,320,324,328,332,344,347,351,355,358,361,365,372,374,378,382,386,389,393,395,403,405,410,427,433,436,443,447,450,455,463,466,470,474,478,480,489,493,497,501,506,510,520,524,526,529,537,539,543,547,550
