1,1,1,1,1,4,6,7,7,8,8,10,10,12,13,13,17,17,18,18,20,20,24,26,30,31,35,36,36,36,38,40,42,43,45,46,47,49,51,54,59,61,61,63,64,64,69,69,70,71,71,73,74,75,80,81,81,83,84,84,93,100,102,102,102,105,108,109,109,110,110,111,111,112,117,117,119,120,120,122,123,125,127,128,129,131,131,132,134,135,139,142,144,146,147,150,150,150,151,152,152,160,162,166,168,168,170,172,172,178,178,178,179,180,181,181,182,182,183,183,189,190,191,191
1,1,1,1,1,4,6,7,7,8,8,10,10,12,13,13,17,17,18,18,20,20,24,26,30,31,35,36,36,36,38,40,42,43,45,46,47,49,51,54,59,61,61,63,64,64,69,69,70,71,71,73,74,75,80,83,83,88,93,93,99,103,103,109,109,113,113,139,139,144,144,157,157,170,170,178,178,182,185,192,193,195,201,204,208,213,215,223,223,231,231,241,241,249,249,254,264,264,272,276,276,285,289,289,293,295,300,300,310,310,316,331,331,338,338,341,346,350,361,361,367,367,377,377
3,3,3,3,2,5,7,9,9,10,9,11,11,14,14,14,19,19,20,19,21,22,26,28,32,33,36,37,38,37,40,41,44,45,47,48,48,51,52,56,61,62,63,64,66,65,71,70,71,72,72,74,76,77,81,85,85,89,94,94,100,105,104,111,111,115,115,140,140,146,145,159,159,172,172,180,180,184,187,193,195,196,202,205,209,215,216,224,225,232,232,243,243,251,250,256,266,266,273,278,278,286,291,290,295,296,301,302,311,311,318,332,333,339,340,343,347,351,363,362,368,368,379,378
3,3,4,7,2,15,17,18,18,22,24,26,30,38,38,46,46,50,53,56,59,63,68,71,76,83,83,88,93,93,99,103,103,109,109,113,113,139,139,144,144,157,157,170,170,178,178,182,185,192,193,195,201,204,208,213,215,223,223,231,231,241,241,249,249,254,264,264,272,276,276,285,289,289,293,295,300,300,310,310,316,331,331,338,338,341,346,350,361,361,367,367,377,377,387,387,389,391,403,415,416,420,420,425,426,432,432,437,441,441,443,447,456,461,461,461,471,471,476,476,482,482,488,488
18,4,7,15,4,17,18,22,26,24,31,30,31,41,40,47,53,54,72,59,61,68,69,77,76,88,91,89,96,96,99,106,106,111,110,115,122,141,140,146,149,165,162,171,172,192,179,185,199,193,193,214,204,207,213,218,215,224,223,237,237,242,242,254,258,255,266,265,272,279,277,285,298,293,294,295,301,304,322,316,320,333,334,344,341,347,353,351,362,362,368,372,379,379,391,389,415,392,416,420,426,420,425,430,430,435,433,437,456,443,445,461,461,464,461,464,472,474,478,479,483,482,494,496
18,4,8,15,11,17,28,32,38,42,46,50,52,56,58,63,65,71,76,79,83,87,91,93,97,99,103,107,109,111,113,129,139,141,144,153,157,167,170,174,178,182,185,188,191,195,201,204,208,212,215,221,223,225,231,233,241,245,249,253,261,264,268,272,276,280,285,289,292,295,298,300,305,310,315,327,331,334,338,341,346,350,359,361,363,367,373,377,381,387,389,391,403,406,410,412,415,414,422,424,432,435,437,441,443,447,450,452,456,460,463,471,474,476,480,482,486,488,491,494,498,502,506,512
22,8,11,17,14,28,32,38,42,46,50,52,56,58,63,65,71,76,79,83,87,91,93,97,99,103,107,109,111,113,129,139,141,144,153,157,167,170,174,178,182,185,188,191,195,201,204,208,212,215,221,223,225,231,233,241,245,249,253,261,264,268,272,276,280,285,289,292,295,298,300,305,310,315,327,331,334,338,341,346,350,359,361,363,367,373,377,381,387,389,391,403,406,410,412,414,422,418,424,432,435,437,441,443,447,450,452,456,460,463,471,474,476,480,482,486,488,491,494,498,502,506,512,514
37,23,26,32,29,43,47,53,57,61,65,67,71,73,78,80,86,91,94,98,102,106,108,112,114,118,122,124,126,128,144,154,156,159,168,172,182,185,189,193,197,200,203,206,210,216,219,223,227,230,236,238,240,246,248,256,260,264,268,276,279,283,287,291,295,300,304,307,310,313,315,320,325,330,342,346,349,353,356,361,365,374,376,378,382,388,392,396,402,404,406,418,421,425,427,429,437,433,439,447,450,452,456,458,462,465,467,471,475,478,486,489,491,495,497,501,503,506,509,513,517,521,527,529
