1,1,1,1,1,3,4,7,10,11,12,15,16,16,20,21,21,25,26,28,32,33,35,35,35,37,40,41,44,47,48,49,51,51,53,53,55,55,56,59,59,59,60,60,64,64,65,65,72,77,78,79,83,84,85,86,87,89,91,92,92,93,93,94,95,96,99,102,105,105,105,106,108,108,111,111,112,114,115,115,118,120,125,126,126,126,128,129,130,131,132,135,136,137,137,141,141,148,148,150,152,152,152,152,155,156,157,159,161,161,163,163,169,170,170,170,170,171,172,172,173,174,177,180,185,186,187,187,188,191,192,192,197,200
1,1,1,1,1,3,4,7,10,11,12,15,16,16,20,21,21,25,26,28,32,33,35,35,35,37,40,41,44,47,48,49,51,51,53,53,55,55,56,59,59,59,60,60,64,64,65,65,72,77,78,79,83,84,85,86,87,89,91,108,111,141,142,148,152,163,163,174,175,176,182,183,184,187,187,208,220,223,228,230,233,246,251,258,259,266,268,269,271,272,274,277,282,283,285,289,289,291,292,293,294,300,303,307,311,318,336,339,340,344,352,353,362,365,366,367,368,368,373,373,378,383,384,393,395,397,397,399,400,405,407,411,411,414
2,3,2,3,3,5,6,8,11,13,14,16,17,17,22,22,23,27,28,30,33,34,37,37,37,38,41,43,46,48,50,51,53,53,55,55,57,57,57,61,60,60,62,62,66,66,66,67,74,78,79,80,85,86,86,87,89,90,92,109,113,142,143,149,154,165,165,176,176,177,183,185,185,189,189,210,222,225,230,232,235,247,253,260,261,267,270,271,273,273,276,278,283,284,286,290,291,293,294,295,296,301,305,309,312,319,338,340,342,345,353,354,363,366,368,368,369,370,374,375,379,384,386,395,396,398,399,401,402,406,408,413,413,415
2,3,2,5,6,12,18,19,23,24,26,29,33,34,39,42,43,45,48,54,61,61,65,67,76,79,82,85,91,108,111,141,142,148,152,163,163,174,175,176,182,183,184,187,187,208,220,223,228,230,233,246,251,258,259,266,268,269,271,272,274,277,282,283,285,289,289,291,292,293,294,300,303,307,311,318,336,339,340,344,352,353,362,365,366,367,368,368,373,373,378,383,384,393,395,397,397,399,400,405,407,411,411,414,414,416,420,421,427,432,434,438,441,444,450,453,455,459,464,464,466,472,476,481,484,489,493,514,515,519,523,524,531,537
2,5,3,6,12,18,19,23,24,26,29,33,34,39,42,43,45,48,54,61,61,65,67,76,79,82,85,91,108,111,141,142,148,152,163,163,174,175,176,182,183,184,187,187,208,220,223,228,230,233,246,251,258,259,266,268,269,271,272,274,277,282,283,285,289,289,291,292,293,294,300,303,307,311,318,336,339,340,344,352,353,362,365,366,367,368,368,373,373,378,383,384,393,395,397,397,399,400,405,407,411,411,414,414,416,420,421,427,432,434,438,441,444,450,453,455,459,464,464,466,472,476,481,484,489,493,514,515,519,523,524,531,537,545
2,5,3,6,12,18,19,23,24,26,29,33,34,39,42,43,45,48,54,61,61,65,67,76,79,82,85,91,108,111,141,142,148,152,163,163,174,175,176,182,183,184,187,187,208,220,223,228,230,233,246,251,258,259,266,268,269,271,272,274,277,282,283,285,289,289,291,292,293,294,300,303,307,311,318,336,339,340,344,352,353,362,365,366,367,368,368,373,373,378,383,384,393,395,397,397,399,400,405,407,411,411,414,414,416,420,421,427,432,434,438,441,444,450,453,455,459,464,464,466,472,476,481,484,489,493,514,515,519,523,524,531,537,545
6,9,6,10,17,21,21,26,30,30,33,35,37,42,46,47,49,53,62,64,69,69,71,83,86,85,89,98,117,113,145,147,152,156,167,167,190,177,181,185,187,186,191,197,211,222,232,230,236,240,248,257,264,264,269,270,273,275,283,277,279,287,286,292,293,294,295,295,302,300,310,305,311,313,321,340,342,344,348,355,357,365,368,369,373,371,373,379,377,381,386,392,397,399,401,405,403,412,409,411,414,414,416,416,421,422,428,432,435,439,442,444,448,453,455,459,462,467,466,480,476,480,485,488,496,497,517,517,523,525,527,537,541,547
21,24,21,25,32,36,36,41,45,45,48,50,52,57,61,62,64,68,77,79,84,84,86,98,101,100,104,113,132,128,160,162,167,171,182,182,205,192,196,200,202,201,206,212,226,237,247,245,251,255,263,272,279,279,284,285,288,290,298,292,294,302,301,307,308,309,310,310,317,315,325,320,326,328,336,355,357,359,363,370,372,380,383,384,388,386,388,394,392,396,401,407,412,414,416,420,418,427,424,426,429,429,431,431,436,437,443,447,450,454,457,459,463,468,470,474,477,482,481,495,491,495,500,503,511,512,532,532,538,540,542,552,556,562
