1,1,1,1,1,1,5,7,8,10,10,12,12,13,16,17,21,21,22,22,24,24,24,25,25,25,27,28,30,31,40,40,40,46,47,49,49,49,50,50,51,51,55,56,57,57,57,59,59,60,64,66,66,68,71,74,76,76,78,79,80,80,80,80,84,85,86,87,87,87,89,91,91,95,97,97,99,100,100,101,106,107,108,109,111,112,112,113,114,115,116,119,119,122,123,123,123,127,130,131,132,132,134,134,134,140,141,141,145,147,147,147,147,148,148,150,151,151,152,153,155,157,157,160,161,163,164,167,167,169,170,171,171,171,172,177,178,181,183,183,183,184,187,188,188,188,189,190,192,194,198,201
1,1,1,1,1,1,5,7,8,10,10,12,12,13,16,17,21,21,22,22,24,24,24,25,25,25,27,28,30,31,40,40,40,46,47,49,49,49,50,50,51,51,55,56,57,57,57,59,59,60,64,66,66,68,71,74,78,78,78,79,80,107,107,107,107,107,107,142,142,142,142,142,142,167,171,171,178,178,178,189,193,193,204,204,204,206,206,206,206,226,226,226,226,226,226,252,252,252,261,261,261,261,261,289,289,289,289,289,289,309,313,321,321,321,321,321,321,324,356,356,356,356,356,356,371,371,405,405,405,405,405,405,432,432,432,432,432,432,448,448,462,462,469,472,472,472,472,472,472,496,500,500
3,2,2,3,2,3,7,8,9,12,11,14,14,14,18,18,23,23,23,24,26,25,26,26,26,27,29,29,32,32,42,42,41,47,48,50,50,50,51,52,52,53,56,58,58,58,58,61,60,61,66,68,67,70,73,76,80,80,79,81,81,109,109,108,109,108,109,143,144,143,144,144,143,168,172,173,180,179,179,190,195,195,205,206,206,208,207,207,208,228,227,228,228,228,227,254,254,253,262,263,263,262,263,290,290,290,290,290,291,311,314,323,323,323,323,322,322,326,358,357,358,358,357,358,372,373,406,407,407,407,407,406,434,433,434,433,434,434,450,450,463,464,470,473,474,474,473,474,473,498,501,501
3,2,2,3,2,3,7,8,10,15,15,15,15,15,31,31,40,40,40,40,40,40,64,64,64,64,78,78,78,78,78,107,107,107,107,107,107,142,142,142,142,142,142,167,171,171,178,178,178,189,193,193,204,204,204,206,206,206,206,226,226,226,226,226,226,252,252,252,261,261,261,261,261,289,289,289,289,289,289,309,313,321,321,321,321,321,321,324,356,356,356,356,356,356,371,371,405,405,405,405,405,405,432,432,432,432,432,432,448,448,462,462,469,472,472,472,472,472,472,496,500,500,500,500,500,500,521,523,523,523,523,523,523,542,546,546,546,548,548,548,548,575,575,575,578,578,578,578,612,612,615,615
5,3,4,4,8,8,9,8,10,17,17,19,17,20,37,31,47,41,44,41,43,41,67,67,85,64,79,82,80,79,93,112,108,110,114,109,108,143,150,152,145,148,143,167,174,171,179,179,178,189,200,193,218,208,204,207,210,209,215,229,228,229,230,232,230,255,268,252,265,272,263,264,263,297,291,314,290,290,292,309,313,327,333,325,328,322,325,335,359,357,362,357,360,375,378,371,411,406,407,411,411,406,441,434,433,449,436,434,449,448,464,462,469,475,474,473,479,475,478,496,502,501,510,501,501,501,521,533,525,525,531,530,529,542,553,549,546,549,553,554,549,579,581,575,579,582,579,580,618,612,617,631
5,3,7,10,15,19,22,25,28,31,37,40,43,45,54,57,61,64,71,75,78,82,84,88,94,103,107,113,120,124,128,133,142,146,150,156,160,164,167,171,174,178,182,186,189,193,201,204,206,210,214,218,221,223,226,238,241,243,246,248,252,256,261,265,270,277,281,285,289,292,296,303,305,309,313,317,321,324,326,328,342,347,353,356,358,362,364,368,371,393,402,405,411,414,421,424,426,432,435,439,443,446,448,453,458,462,466,469,472,475,485,488,491,493,496,500,504,507,511,515,517,521,523,526,530,533,536,540,542,546,548,559,563,567,569,572,575,578,581,592,596,606,609,612,615,618,622,627,629,633,635,638
7,6,10,15,19,22,25,28,31,37,40,43,45,54,57,61,64,71,75,78,82,84,88,94,103,107,113,120,124,128,133,142,146,150,156,160,164,167,171,174,178,182,186,189,193,201,204,206,210,214,218,221,223,226,238,241,243,246,248,252,256,261,265,270,277,281,285,289,292,296,303,305,309,313,317,321,324,326,328,342,347,353,356,358,362,364,368,371,393,402,405,411,414,421,424,426,432,435,439,443,446,448,453,458,462,466,469,472,475,485,488,491,493,496,500,504,507,511,515,517,521,523,526,530,533,536,540,542,546,548,559,563,567,569,572,575,578,581,592,596,606,609,612,615,618,622,627,629,633,635,638,641
22,21,25,30,34,37,40,43,46,52,55,58,60,69,72,76,79,86,90,93,97,99,103,109,118,122,128,135,139,143,148,157,161,165,171,175,179,182,186,189,193,197,201,204,208,216,219,221,225,229,233,236,238,241,253,256,258,261,263,267,271,276,280,285,292,296,300,304,307,311,318,320,324,328,332,336,339,341,343,357,362,368,371,373,377,379,383,386,408,417,420,426,429,436,439,441,447,450,454,458,461,463,468,473,477,481,484,487,490,500,503,506,508,511,515,519,522,526,530,532,536,538,541,545,548,551,555,557,561,563,574,578,582,584,587,590,593,596,607,611,621,624,627,630,633,637,642,644,648,650,653,656
