1,1,3,4,4,7,9,10,11,12,13,13,14,17,18,18,18,18,26,28,29,30,32,33,35,41,41,43,44,46,50,51,53,56,58,61,62,64,65,65,65,67,67,70,70,71,73,75,77,77,79,81,83,89,91,96,96,98,98,100,100,101,101,105,105,106,106,107,108,111,112,112,115,115,121,121,121,122,129,130,131,132,132,133,136,136,137,138,139,140,140,142,142,144,146,147,150,151,151,151,153,155,157,157,160,161,161,162,163,168,169,170,174,177,178,179,180,181,181,182,183,186,187,188,188,189,191,192,200
1,1,3,4,4,7,9,10,11,12,13,13,14,17,18,18,18,18,26,28,29,30,32,33,35,41,41,43,44,46,50,51,53,56,58,61,62,64,65,65,65,67,67,70,70,71,73,75,77,77,79,81,83,89,91,96,96,98,98,100,100,101,101,105,105,106,106,107,145,145,145,145,145,173,185,185,185,194,194,194,206,206,206,206,206,231,231,237,237,237,245,245,245,245,245,269,269,269,284,284,284,284,284,287,305,305,305,305,305,340,340,340,340,340,360,360,360,362,373,373,373,373,373,399,399,399,399,414,414
3,2,4,6,5,8,11,12,13,13,14,14,15,19,19,19,19,19,27,30,30,31,33,35,36,42,43,45,46,48,52,52,54,58,59,63,63,66,66,67,67,69,69,72,72,73,75,76,78,79,80,82,84,90,92,97,98,99,100,101,101,102,102,107,107,108,108,109,147,146,146,146,147,174,186,186,187,196,196,195,208,208,208,208,207,232,233,239,238,238,247,247,247,246,246,270,271,271,286,285,285,285,285,289,307,307,306,307,306,342,341,342,342,341,362,361,362,364,375,375,374,374,374,400,400,400,400,416,415
3,2,4,6,5,8,11,12,13,13,14,14,15,29,29,29,29,29,44,44,44,44,44,70,70,77,77,77,77,91,91,91,100,100,100,100,100,103,145,145,145,145,145,173,185,185,185,194,194,194,206,206,206,206,206,231,231,237,237,237,245,245,245,245,245,269,269,269,284,284,284,284,284,287,305,305,305,305,305,340,340,340,340,340,360,360,360,362,373,373,373,373,373,399,399,399,399,414,414,414,414,414,431,431,431,437,437,437,437,464,464,464,464,464,480,480,480,480,480,487,487,496,496,496,496,522,522,522,522
11,4,7,6,9,8,18,27,14,14,16,23,22,35,30,33,30,30,50,45,48,45,46,72,70,86,78,78,77,95,96,91,107,111,107,102,105,111,151,146,146,146,152,173,189,186,185,195,197,194,210,208,210,210,206,232,231,241,238,237,248,250,252,246,247,270,270,269,285,288,295,294,296,295,320,306,306,307,312,342,344,342,341,341,363,366,360,362,377,377,377,375,377,406,403,400,399,416,423,415,424,414,435,445,431,442,438,439,438,466,465,474,465,472,491,482,481,489,484,500,487,498,498,500,496,523,523,524,527
11,4,7,6,10,22,25,27,29,31,34,36,38,44,48,51,53,58,70,73,77,80,86,89,91,95,98,100,103,108,124,127,131,145,148,154,157,160,173,185,188,192,194,200,204,206,209,213,221,224,231,235,237,240,243,245,249,253,262,265,269,271,280,284,287,294,298,300,302,305,309,313,316,333,340,343,351,354,356,360,362,366,370,373,377,383,387,390,399,402,408,411,414,418,420,423,429,431,435,437,439,442,444,446,464,466,470,474,478,480,482,485,487,491,494,496,502,506,514,518,522,524,531,533,537,540,542,545,551
15,6,10,9,22,25,27,29,31,34,36,38,44,48,51,53,58,70,73,77,80,86,89,91,95,98,100,103,108,124,127,131,145,148,154,157,160,173,185,188,192,194,200,204,206,209,213,221,224,231,235,237,240,243,245,249,253,262,265,269,271,280,284,287,294,298,300,302,305,309,313,316,333,340,343,351,354,356,360,362,366,370,373,377,383,387,390,399,402,408,411,414,418,420,423,429,431,435,437,439,442,444,446,464,466,470,474,478,480,482,485,487,491,494,496,502,506,514,518,522,524,531,533,537,540,542,545,551,554
30,21,25,24,37,40,42,44,46,49,51,53,59,63,66,68,73,85,88,92,95,101,104,106,110,113,115,118,123,139,142,146,160,163,169,172,175,188,200,203,207,209,215,219,221,224,228,236,239,246,250,252,255,258,260,264,268,277,280,284,286,295,299,302,309,313,315,317,320,324,328,331,348,355,358,366,369,371,375,377,381,385,388,392,398,402,405,414,417,423,426,429,433,435,438,444,446,450,452,454,457,459,461,479,481,485,489,493,495,497,500,502,506,509,511,517,521,529,533,537,539,546,548,552,555,557,560,566,569
