1,1,1,1,1,1,6,8,9,9,11,11,12,15,15,16,17,18,21,21,28,28,29,30,31,37,38,38,40,41,44,45,46,48,50,54,54,54,54,55,59,61,61,62,63,64,64,66,70,71,71,74,74,77,77,77,78,81,82,86,86,87,91,91,92,93,101,102,102,106,108,108,110,112,115,119,121,124,124,125,126,126,128,129,131,132,133,136,136,138,139,139,141,142,143,144,147,150,151,152,157,158,158,161,161,162,163,167,169,172,175,176,177,180,181,181,183,185,187,189,191,200
1,1,1,1,1,1,6,8,9,9,11,11,12,15,15,16,17,18,21,21,28,28,29,30,31,37,38,38,40,41,44,45,46,48,50,54,54,54,54,55,59,61,61,62,63,64,64,66,70,71,71,74,74,77,77,77,96,99,99,99,99,99,118,118,118,118,118,133,133,133,133,133,152,152,152,152,152,171,171,171,171,171,188,188,188,188,188,213,213,213,213,213,226,226,226,226,246,250,250,250,250,250,273,273,273,273,273,287,287,287,287,287,303,303,303,303,303,316,326,326,326,326
3,2,2,3,3,2,7,9,10,11,12,13,13,16,16,18,19,20,23,23,30,29,30,32,33,39,40,40,42,42,45,46,48,49,52,56,55,55,56,56,61,63,62,63,64,66,65,68,72,72,72,75,76,78,78,78,98,100,100,100,101,100,119,120,120,119,119,135,134,135,134,134,154,153,154,153,153,172,173,173,172,172,190,190,189,190,190,214,215,214,214,214,228,227,227,228,248,252,251,251,252,251,275,274,274,274,275,288,288,288,289,288,305,305,304,305,304,318,327,328,328,327
3,2,2,3,3,2,7,9,10,21,21,21,21,21,44,44,44,44,44,47,71,73,73,73,73,73,96,99,99,99,99,99,118,118,118,118,118,133,133,133,133,133,152,152,152,152,152,171,171,171,171,171,188,188,188,188,188,213,213,213,213,213,226,226,226,226,246,250,250,250,250,250,273,273,273,273,273,287,287,287,287,287,303,303,303,303,303,316,326,326,326,326,326,347,347,347,347,347,372,372,372,372,385,385,385,389,389,389,400,400,400,400,400,416,416,416,430,430,430,430,430,432
7,2,3,3,8,3,7,10,11,23,22,23,27,23,50,52,48,50,47,49,71,74,75,75,79,80,96,108,100,102,103,102,121,123,121,122,124,136,138,136,135,140,156,160,154,154,158,172,172,175,178,173,189,189,190,189,190,214,217,230,214,218,227,227,232,228,246,251,255,257,253,251,279,280,274,278,274,290,297,289,289,291,304,318,309,309,304,316,338,342,327,335,328,348,350,357,352,349,376,373,374,372,387,392,385,395,394,389,412,401,401,404,402,418,421,416,434,440,433,433,432,434
7,2,6,10,21,24,28,38,42,44,47,53,57,66,68,71,73,81,87,91,93,96,99,104,107,112,114,118,121,123,126,128,133,139,143,146,148,152,159,162,165,168,171,175,179,182,186,188,191,202,206,209,213,216,219,223,226,231,235,240,243,246,250,254,257,261,270,273,277,279,281,285,287,291,293,296,300,303,305,311,313,316,319,326,332,335,339,343,347,351,358,362,370,372,374,377,381,385,387,389,393,395,398,400,402,406,412,414,416,422,427,430,432,435,437,441,443,446,453,455,458,460
10,6,10,21,24,28,38,42,44,47,53,57,66,68,71,73,81,87,91,93,96,99,104,107,112,114,118,121,123,126,128,133,139,143,146,148,152,159,162,165,168,171,175,179,182,186,188,191,202,206,209,213,216,219,223,226,231,235,240,243,246,250,254,257,261,270,273,277,279,281,285,287,291,293,296,300,303,305,311,313,316,319,326,332,335,339,343,347,351,358,362,370,372,374,377,381,385,387,389,393,395,398,400,402,406,412,414,416,422,427,430,432,435,437,441,443,446,453,455,458,460,464
25,21,25,36,39,43,53,57,59,62,68,72,81,83,86,88,96,102,106,108,111,114,119,122,127,129,133,136,138,141,143,148,154,158,161,163,167,174,177,180,183,186,190,194,197,201,203,206,217,221,224,228,231,234,238,241,246,250,255,258,261,265,269,272,276,285,288,292,294,296,300,302,306,308,311,315,318,320,326,328,331,334,341,347,350,354,358,362,366,373,377,385,387,389,392,396,400,402,404,408,410,413,415,417,421,427,429,431,437,442,445,447,450,452,456,458,461,468,470,473,475,479
