1,1,1,1,1,1,7,7,8,11,11,13,14,15,15,16,16,17,18,21,21,23,23,25,30,30,31,32,36,36,36,38,39,40,43,44,46,48,48,50,50,52,54,54,55,55,55,57,57,58,59,61,61,61,62,62,63,64,65,68,69,70,71,72,73,74,77,78,79,79,81,81,86,88,88,88,90,91,96,97,99,100,102,103,103,103,104,105,106,108,111,111,112,112,113,115,115,115,118,119,119,120,120,120,126,127,128,129,130,131,133,134,136,138,139,140,141,143,147,149,149,150,151,152,152,155,157,158,159,159,159,160,161,162,163,164,171,172,172,173,175,175,176,176,178,180,181,181,181,181,184,187,187,187,188,189,190,194,201
1,1,1,1,1,1,7,7,8,11,11,13,14,15,15,16,16,17,18,21,21,23,23,25,30,30,31,32,36,36,36,38,39,40,43,44,46,48,48,50,50,52,54,58,64,64,67,71,74,82,83,89,98,99,101,106,110,111,120,123,123,123,123,126,129,130,131,133,133,137,144,159,164,165,166,171,178,200,205,206,216,219,219,220,220,228,231,234,237,243,247,251,259,262,267,269,283,285,286,289,307,317,321,324,325,331,332,333,335,339,344,351,352,361,374,376,380,381,384,389,390,394,402,403,412,412,420,423,425,427,430,440,442,447,457,461,461,464,465,472,472,476,476,478,485,494,496,505,516,516,519,519,520,524,529,538,539,542,545
2,2,2,2,2,3,8,9,10,12,12,15,16,16,17,17,18,18,19,22,23,25,24,26,31,31,33,33,37,37,38,40,41,41,45,46,47,49,50,52,52,53,55,59,65,66,69,73,76,83,85,90,100,101,103,107,111,112,121,125,124,124,125,127,130,132,132,135,135,139,145,161,166,167,167,172,180,201,207,207,218,220,221,222,222,230,232,235,238,244,249,252,261,264,268,271,285,287,288,291,309,319,322,325,326,333,333,335,336,341,345,352,353,362,375,377,381,383,386,391,391,396,403,404,414,413,421,424,427,429,432,442,444,449,459,463,462,465,467,474,473,477,478,479,487,496,497,507,517,518,520,521,522,525,531,540,541,544,547
2,7,10,16,16,22,29,29,30,37,40,43,48,58,64,64,67,71,74,82,83,89,98,99,101,106,110,111,120,123,123,123,123,126,129,130,131,133,133,137,144,159,164,165,166,171,178,200,205,206,216,219,219,220,220,228,231,234,237,243,247,251,259,262,267,269,283,285,286,289,307,317,321,324,325,331,332,333,335,339,344,351,352,361,374,376,380,381,384,389,390,394,402,403,412,412,420,423,425,427,430,440,442,447,457,461,461,464,465,472,472,476,476,478,485,494,496,505,516,516,519,519,520,524,529,538,539,542,545,548,559,563,565,566,572,576,578,579,588,593,596,599,610,615,624,626,631,633,641,642,643,646,646,646,648,652,652,659,661
7,10,16,16,22,29,29,30,37,40,43,48,58,64,64,67,71,74,82,83,89,98,99,101,106,110,111,120,123,123,123,123,126,129,130,131,133,133,137,144,159,164,165,166,171,178,200,205,206,216,219,219,220,220,228,231,234,237,243,247,251,259,262,267,269,283,285,286,289,307,317,321,324,325,331,332,333,335,339,344,351,352,361,374,376,380,381,384,389,390,394,402,403,412,412,420,423,425,427,430,440,442,447,457,461,461,464,465,472,472,476,476,478,485,494,496,505,516,516,519,519,520,524,529,538,539,542,545,548,559,563,565,566,572,576,578,579,588,593,596,599,610,615,624,626,631,633,641,642,643,646,646,646,648,652,652,659,661,662
7,10,16,16,22,29,29,30,37,40,43,48,58,64,64,67,71,74,82,83,89,98,99,101,106,110,111,120,123,123,123,123,126,129,130,131,133,133,137,144,159,164,165,166,171,178,200,205,206,216,219,219,220,222,228,231,234,237,243,247,251,259,262,267,269,283,285,286,289,307,317,321,324,325,331,332,333,335,339,344,351,352,361,374,376,380,381,384,389,390,394,402,403,412,412,420,423,425,427,430,440,442,447,457,461,461,464,465,472,472,476,476,478,485,494,496,505,516,516,519,519,520,524,529,538,539,542,545,548,559,563,565,566,572,576,578,579,588,593,596,599,610,615,624,626,631,633,641,642,643,646,646,646,648,652,652,659,661,662
11,14,20,20,27,31,31,34,39,44,49,50,65,66,68,71,74,79,88,85,93,102,102,105,113,115,115,122,132,125,127,130,129,132,134,134,141,138,140,147,162,167,173,172,173,181,204,207,209,224,223,223,222,226,232,235,237,241,247,250,258,263,265,269,273,287,287,289,296,311,319,325,327,327,335,334,340,337,342,347,354,356,364,376,391,384,385,388,392,395,398,405,408,418,415,424,427,428,430,432,445,445,449,459,466,465,466,468,476,482,478,480,482,489,497,499,509,518,519,525,523,523,528,533,543,543,544,548,553,562,567,569,569,580,580,583,581,592,597,602,602,613,621,630,628,634,636,646,646,646,650,652,650,659,657,655,661,663,666
26,29,35,35,42,46,46,49,54,59,64,65,80,81,83,86,89,94,103,100,108,117,117,120,128,130,130,137,147,140,142,145,144,147,149,149,156,153,155,162,177,182,188,187,188,196,219,222,224,239,238,238,237,241,247,250,252,256,262,265,273,278,280,284,288,302,302,304,311,326,334,340,342,342,350,349,355,352,357,362,369,371,379,391,406,399,400,403,407,410,413,420,423,433,430,439,442,443,445,447,460,460,464,474,481,480,481,483,491,497,493,495,497,504,512,514,524,533,534,540,538,538,543,548,558,558,559,563,568,577,582,584,584,595,595,598,596,607,612,617,617,628,636,645,643,649,651,661,661,661,665,667,665,674,672,670,676,678,681
