1,1,1,1,3,6,7,7,8,11,16,17,19,19,20,22,22,24,25,26,28,32,32,34,37,40,40,41,41,41,43,43,44,44,47,48,49,51,52,53,55,57,58,59,60,61,61,63,64,65,66,67,68,71,72,74,75,76,81,81,84,85,85,86,87,89,89,93,94,95,96,96,97,98,100,101,101,104,104,105,106,111,112,113,115,118,118,119,121,122,122,124,126,126,129,131,131,131,133,134,136,137,138,138,141,141,141,142,144,144,146,147,156,157,157,159,160,161,161,162,163,163,164,166,166,167,168,168,169,170,172,173,174,174,175,175,179,184,187,189,192,195,197
1,1,1,1,3,6,7,7,8,11,16,17,19,19,20,22,22,24,25,26,28,32,32,34,37,40,40,41,41,41,43,43,44,44,47,48,49,51,52,53,55,57,58,59,60,61,61,63,64,65,66,67,68,72,72,74,75,84,84,84,96,96,96,96,120,123,123,123,130,130,130,134,146,146,146,152,154,169,169,192,192,192,192,210,213,213,213,213,215,231,231,235,235,235,247,247,247,247,261,261,261,261,265,267,280,280,283,283,283,303,303,303,303,315,315,315,315,325,329,329,329,341,341,341,341,353,353,353,353,356,370,370,370,370,373,382,382,388,389,406,406,406,413
2,2,2,2,5,8,8,8,9,13,18,19,20,20,22,24,23,25,26,27,29,34,33,36,39,42,41,43,43,42,45,45,46,45,48,50,51,53,54,55,57,58,59,61,62,63,63,64,66,67,68,69,69,73,73,76,77,86,85,85,97,98,98,97,122,124,125,125,131,131,131,136,148,148,148,153,155,170,171,193,193,194,194,211,214,214,214,214,216,232,232,236,237,237,249,249,249,249,262,263,263,263,266,268,281,281,285,285,285,304,304,305,304,316,317,316,317,326,330,330,330,342,343,343,342,355,354,354,354,357,372,372,372,371,375,384,383,389,391,407,407,408,415
2,2,2,2,5,8,8,8,10,13,18,19,24,24,24,37,41,41,41,54,54,54,54,72,72,72,72,84,84,84,96,96,96,96,120,123,123,123,130,130,130,134,146,146,146,152,154,169,169,192,192,192,192,210,213,213,213,213,215,231,231,235,235,235,247,247,247,247,261,261,261,261,265,267,280,280,283,283,283,303,303,303,303,315,315,315,315,325,329,329,329,341,341,341,341,353,353,353,353,356,370,370,370,370,373,382,382,388,389,406,406,406,413,413,413,429,429,429,429,443,443,443,443,458,458,463,466,466,466,466,468,486,486,486,486,507,507,507,507,526,526,526,526
4,2,4,7,13,27,11,10,17,17,20,19,30,27,25,37,42,42,41,58,56,62,58,85,73,73,72,90,86,84,99,99,97,97,120,126,133,123,152,136,140,134,158,154,158,156,156,173,169,195,197,195,192,210,216,222,214,216,221,239,231,237,240,237,250,249,251,248,270,268,262,268,267,270,288,280,284,287,284,304,311,304,307,320,318,318,321,325,332,331,329,344,342,343,348,359,354,358,366,363,400,374,371,391,374,389,388,395,393,414,408,406,417,414,414,432,430,430,435,446,449,446,445,460,458,463,474,471,467,478,469,490,491,488,490,517,515,509,510,531,533,527,528
4,2,10,12,16,27,19,24,30,34,37,41,43,46,54,58,62,65,72,74,77,84,86,88,92,96,105,110,116,120,123,127,130,134,138,143,146,150,153,156,159,165,169,182,192,197,199,205,210,213,215,220,222,228,231,235,237,241,244,247,249,253,255,261,265,267,270,273,277,280,283,287,295,299,303,305,307,311,315,317,321,323,325,329,331,334,341,345,347,350,353,356,359,363,367,370,373,377,382,386,400,389,393,398,406,409,413,417,420,424,429,433,437,440,443,447,450,454,458,461,463,466,468,472,479,482,486,498,500,504,507,510,519,524,526,529,533,539,543,547,551,555,557
10,9,12,16,19,30,24,27,34,37,41,43,46,54,58,62,65,72,74,77,84,86,88,92,96,105,110,116,120,123,127,130,134,138,143,146,150,153,156,159,165,169,182,192,197,199,205,210,213,215,220,222,228,231,235,237,241,244,247,249,253,255,261,265,267,270,273,277,280,283,287,295,299,303,305,307,311,315,317,321,323,325,329,331,334,341,345,347,350,353,356,359,363,367,370,373,377,382,386,389,406,393,398,403,409,413,417,420,424,429,433,437,440,443,447,450,454,458,461,463,466,468,472,479,482,486,498,500,504,507,510,519,524,526,529,533,539,543,547,551,555,557,561
25,24,27,31,34,45,39,42,49,52,56,58,61,69,73,77,80,87,89,92,99,101,103,107,111,120,125,131,135,138,142,145,149,153,158,161,165,168,171,174,180,184,197,207,212,214,220,225,228,230,235,237,243,246,250,252,256,259,262,264,268,270,276,280,282,285,288,292,295,298,302,310,314,318,320,322,326,330,332,336,338,340,344,346,349,356,360,362,365,368,371,374,378,382,385,388,392,397,401,404,421,408,413,418,424,428,432,435,439,444,448,452,455,458,462,465,469,473,476,478,481,483,487,494,497,501,513,515,519,522,525,534,539,541,544,548,554,558,562,566,570,572,576
